[CATEGORIAS]
Categoria|Subcategoria|Fuente(s)|Repetida
Cintas Industriales||Exworks|
Delantales||Distribuciones|
Delantales|Guantes De Proteccion|Distribuciones|
Escaleras||Exworks|
Incendio||Distribuciones|
Incendio|Detector De Humo Importado|Distribuciones|
Incendio|Mantas De Borosilicato|Distribuciones|
Incendio|Sica|Distribuciones|
Indumentaria De Lluvia||Exworks|
Kits Vehiculares||Distribuciones|
Kraftex||Distribuciones|
Kraftex|Botas L39|Distribuciones|
Kraftex|Cascos Saylens|Distribuciones|
Kraftex|Guantes Dielectricos|Distribuciones|
Kraftex|Libus|Distribuciones|
Primeros Auxilios||Exworks|
Primeros Auxilios|Delantales De Pvc|Exworks|
Proteccion Auditiva||Distribuciones|
Proteccion En Altura||Exworks|
Proteccion Facial||Distribuciones; Exworks|[REPETIDA]
Proteccion Facial|Carpa Piso Pvc|Exworks|
Proteccion Facial|Espejos Parabolicos|Exworks|
Proteccion Facial|Espejos Plasticos Viales Cartel Corrugado|Exworks|
Proteccion Ocular||Distribuciones|
Proteccion Respiratoria||Distribuciones|
Proteccion Respiratoria|Cartel Corrugado Vial|Distribuciones|
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|Distribuciones|
Señalizacion Industrial||Distribuciones|
Señalizacion Industrial|Carteles Adhesivos|Distribuciones|
Señalizacion Industrial|Carteles Adhesivos Fotoluminicentes|Distribuciones|
Señalizacion Industrial|Carteles Doble Faz|Distribuciones|
Señalizacion Industrial|Carteles Doble Faz Fotoluminicentes|Distribuciones|
Señalizacion Industrial|Carteles Fotoluminicentes|Distribuciones|
Señalizacion Industrial|Carteles Linea Dorada|Distribuciones|
Señalizacion Industrial|Chapas Baliza De 0.5 Mm|Distribuciones|
Señalizacion Industrial|Chapas Baliza De 0.7 Mm|Distribuciones|
Señalizacion Industrial|Cinta De Doble Contacto|Distribuciones|
Señalizacion Industrial|Tarjetas De Seguridad Y Linea Chapa|Distribuciones|
Señalizacion Personal||Exworks|
Señalización Vial||Exworks|
Señalización Vial|Baston Led|Exworks|
Señalización Vial|Cintas De Peligro|Exworks|
Señalización Vial|Conos Varios|Exworks|
Señalización Vial|Linea Conos Rojos|Exworks|
Señalización Vial|Linea Conos Viales Naranjas|Exworks|
Señalización Vial|Mallas De Advertencia Subterranea|Exworks|
Señalización Vial|Mallas Reticuladas De Proteccion|Exworks|
Señalización Vial|Postes / Delineador Vial|Exworks|
Señalización Vial|Tachas Viales|Exworks|
Sujecion De Carga||Exworks|
Sujecion De Carga|Duchas - Lavaojos De Emergencia|Exworks|

[PRODUCTOS]
Categoria|Subcategoria|Codigo|Descripcion|Medidas|Presentacion|Moneda|Precio_unitario|Precios_por_bulto|Notas
Proteccion Auditiva||900481|Protector Auditivo de COPA, PARA CASCOS LIBUS Modelo L-320 US$ 23,38 US$ 22,29 US$ 3,69 00155 US$ 3,43 US$ 3,64|||USD|US$              23,38|US$                22,29 | US$                  3,69 | US$                  3,43 | US$                3,64|Bultos: UNITARIO X 20 UNIDADES
Proteccion Auditiva||0016|2||||||Bultos: UNITARIO X 20 UNIDADES
Proteccion Auditiva||0122|1||||||Bultos: UNITARIO X 20 UNIDADES
Proteccion Auditiva||01261|US$ 3,91|||USD|US$                3,91||Bultos: UNITARIO X 20 UNIDADES
Proteccion Facial||901543|Repuesto Protector Facial Plano TRANSPARENTE US$ 6,88 US$ 6,55|||USD|US$                6,88|US$                  6,55|Bultos: UNITARIO X 20 UNIDADES
Proteccion Facial||901386|Repuesto Protector Facial Burbuja TRANSPARENTE US$ 17,41|||USD|US$              17,41||Bultos: UNITARIO X 20 UNIDADES
Proteccion Facial||901389|Repuesto Malla PLÁSTICA Forestal US$ 6,82|||USD|US$                6,82||Bultos: UNITARIO X 20 UNIDADES
Proteccion Facial||904371|Protector Facial CRONOS Consultar||||Consultar||Consultar; Bultos: UNITARIO X 20 UNIDADES
Proteccion Facial||902438|Soporte para Repuestos Protector Facial-- Arnés Standard , punto por punto US$ 11,81|||USD|US$              11,81||Bultos: UNITARIO X 20 UNIDADES
Proteccion Facial||901383|Soporte para Repuestos Protector Facial-- Arnés Cremallera US$ 30,89|||USD|US$              30,89||Bultos: UNITARIO X 20 UNIDADES
Proteccion Respiratoria||901798|Respirador de Partículas N95 - 1730 US$ 1,69|||USD|US$                1,69||Bultos: UNITARIO
Proteccion Respiratoria||904064|Respirador de Partículas 1420 PFF2 US$ 0,25|||USD|US$                0,25||Bultos: UNITARIO
Proteccion Respiratoria||902961|Mascarilla conica 1501 para particulas -Dust Mask Consultar||||Consultar||Consultar; Bultos: UNITARIO
Proteccion Respiratoria||901793|Respirador MEDIA CARA reutil. 9000 - Talle M US$ 15,95|Talle M||USD|US$              15,95||Bultos: UNITARIO
Proteccion Respiratoria||902669|Respirador MEDIA CARA reutil. 9000 - Talle L US$ 15,95|Talle L||USD|US$              15,95||Bultos: UNITARIO
Proteccion Respiratoria||901794|Kit Cartuchos G03 OV/AG p/Res L-9000 (kit por par) US$ 19,90|||USD|US$              19,90||Bultos: UNITARIO
Proteccion Respiratoria||902075|Kit Cartuchos XP100 p/Resp. L-9000 (kit por par) US$ 11,90|||USD|US$              11,90||Bultos: UNITARIO
Proteccion Respiratoria||901911|Soporte Prefiltro 172 p/Resp. Línea 9000 (unitario) US$ 3,45|||USD|US$                3,45||Bultos: UNITARIO
Proteccion Respiratoria||902386|Carcasa MILENIUM Class S/V BLANCO-Sin Arnes US$ 2,86 US$ 2,75|||USD|US$                2,86|US$                  2,75|Bultos: UNITARIO
Proteccion Respiratoria||902387|Carcasa MILENIUM Class S/V AMARILLO-Sin Arnes US$ 2,86 US$ 2,75|||USD|US$                2,86|US$                  2,75|Bultos: UNITARIO
Proteccion Respiratoria||902389|Carcasa MILENIUM Class S/V AZUL-Sin Arnes US$ 2,86 US$ 2,75|||USD|US$                2,86|US$                  2,75|Bultos: UNITARIO
Proteccion Respiratoria||902415|Arnés MILENIUM Standard punto por punto PLÁSTICO US$ 2,15 US$ 2,05|||USD|US$                2,15|US$                  2,05|Bultos: UNITARIO
Proteccion Respiratoria||902414|Arnés MILENIUM Cremallera PLÁSTICO US$ 3,15 US$ 2,97|||USD|US$                3,15|US$                  2,97|Bultos: UNITARIO
Proteccion Respiratoria||902493|Adaptador Casco-Facial-Auditivo L-300 [M] MILENIUM US$ 21,94|||USD|US$              21,94||Bultos: UNITARIO
Proteccion Respiratoria||902495|Adaptador Casco-Facial-Auditivo L-300 [U] UNIVERSAL US$ 27,39|||USD|US$              27,39||Bultos: UNITARIO
Proteccion Respiratoria||902003|Mentonera con cubre menton (barbijo) 15mm (Gancho C) US$ 4,35|15mm||USD|US$                4,35||Bultos: UNITARIO
Proteccion Respiratoria||901841|Mentonera simple para casco libus US$ 2,28|||USD|US$                2,28||Bultos: UNITARIO
Proteccion Respiratoria||903430|Casco HIGH PRO S/V Blanco Con arnes incluido US$ 38,00|||USD|US$              38,00||Bultos: UNITARIO
Incendio||97657|Balde Metálico Doble manija 10 lts, color rojo, con calco ARENA $ 22.480,00 $ 21.355,00|||ARS|$ 22.480,00|$ 21.355,00|Bultos: UNITARIO X 5 UNIDADES
Incendio||09806|Balde PLASTICO color rojo con manija fija, soporte, tapa, reflectivo y calco ARENA $ 24.575,00 $ 23.590,00|||ARS|$ 24.575,00|$ 23.590,00|Bultos: UNITARIO X 5 UNIDADES
Incendio||97656|Balde Metálico manija movil 10 lts color rojo, con calco ARENA Consultar||||Consultar||Consultar; Bultos: UNITARIO X 5 UNIDADES
Incendio||00890|Tapa para balde Metálico Consultar||||Consultar||Consultar; Bultos: UNITARIO X 5 UNIDADES
Incendio||00968-1|Soporte para Balde Metálico US$ 0,43 US$ 0,40|||USD|US$                0,43|US$                  0,40|Bultos: UNITARIO X 100 UNIDADES
Incendio|Sica|971151|US$ 17,39|||USD|US$              17,39||Bultos: UNITARIO X 20 UNIDADES
Incendio|Sica|971160|/61 US$ 15,26|||USD|US$              15,26||Bultos: UNITARIO X 20 UNIDADES
Incendio|Sica|915315|BATERIA 9V SICA (Para detectores de humo)-Presentacion blister por unidad US$ 2,07 US$ 1,97||blister por unidad  US$                2,07  US$                  1,97|USD|US$                2,07|US$                  1,97|Bultos: UNITARIO X 20 UNIDADES
Incendio|Sica|915133|PILA TIPO C SICA x 2 UNIDADES (Para baston vial) Presentacion y precio -blister x 2 Unid. US$ 2,69 US$ 2,57||y precio -blister x 2 Unid|USD|US$                2,69|US$                  2,57|Bultos: UNITARIO X 20 UNIDADES
Incendio|Sica|915410|CINTA AISLADORA NEGRA SICA - 10 MT X 19MM -Autoextinguible - Sello BUREAU VERITAS US$ 0,49 US$ 0,47|19MM; 10 MT||USD|US$                0,49|US$                  0,47|Bultos: UNITARIO X 20 UNIDADES
Incendio|Detector De Humo Importado|97726|Detector de humo, utiliza Bateria de 9V NO INCLUIDA - $ 7.755,00 $ 7.389,00|||ARS|$ 7.755,00|$ 7.389,00|Bultos: UNITARIO X 20 UNIDADES
Incendio|Detector De Humo Importado|01670|Extintor ABC 2,5 KG Con sello DPS Consultar|2,5 KG|||Consultar||Consultar; Bultos: UNITARIO X 5 UNIDADES
Incendio|Detector De Humo Importado|01651|Extintor de CO2 X 3,5 KG. Con sello DPS Consultar|3,5 KG|||Consultar||Consultar; Bultos: UNITARIO X 5 UNIDADES
Incendio|Detector De Humo Importado|01921|Extintor rodante ABC x 25 KG. Con sello DPS Consultar|25 KG|||Consultar||Consultar; Bultos: UNITARIO X 5 UNIDADES
Incendio|Detector De Humo Importado|00968|Soporte de pared para extintores de 2,5 / 5 / 10 kg. US$ 0,43 US$ 0,40|10 kg||USD|US$                0,43|US$                  0,40|Bultos: UNITARIO X 100 UNIDADES
Incendio|Mantas De Borosilicato|97143|Manta de tela borosilicato, CONFECCIONADA DE 1 X 1 mts Consultar|1 mts|||Consultar||Consultar; Bultos: UNITARIO
Incendio|Mantas De Borosilicato|01631|Manta de tela borosilicato, CONFECCIONADA DE 2 X 1 mts Consultar|1 mts|||Consultar||Consultar; Bultos: UNITARIO
Incendio|Mantas De Borosilicato|01470|Confeccion manta de borosilato OTRAS MEDIDAS Consultar||||Consultar||Consultar; Bultos: UNITARIO
Kits Vehiculares||97720|Kit Vehicular BOLSO NEGRO CON MATAFUEGO MELISAM: 1 chaleco refectivo fluo Poliéster, 1||||||Bultos: UNITARIO X 10 UNIDADES
Kits Vehiculares||97385|Kit Vehicular Bolso PVC CON MATAFUEGO MELISAM: 1 chaleco fluo con reflectivo Poliéster, 1||||||Bultos: UNITARIO X 10 UNIDADES
Kits Vehiculares||01080|Kit Vehicular BOLSO NEGRO SIN MATAFUEGO : 1 chaleco refectivo fluo, 2 Triangulo reflectivo , 1||||||Bultos: UNITARIO X 50 UNIDADES
Kits Vehiculares||01084|Kit Vehicular BOLSO PVC INCOLORO SIN MATAFUEGO : 1 chaleco refectivo fluo, 2 Triangulo||||||Bultos: UNITARIO X 50 UNIDADES
Kits Vehiculares||97386|Triangulo reflectivo - Presentacion Bolsa x 2 unidades $ 2.578,00 $ 2.457,00||Bolsa x 2 unidades $ 2|ARS|$ 2.578,00|$ 2.457,00|Bultos: UNITARIO X 50 UNIDADES
Kits Vehiculares||09957|Bolso de friselina NEGRO / ROJO,cierre reforzado, para kits vehiculares $ 945,00 $ 895,00 US$ 10,98 US$ 11,76|||USD|$ 945,00|$ 895,00 | US$                10,98 | US$                11,76|Bultos: UNITARIO X 50 UNIDADES
Kits Vehiculares||971141|US$ 11,53 US$ 12,35 376405|||USD|US$              11,53|US$              12,35|Bultos: UNITARIO X 50 UNIDADES
Kits Vehiculares||01649|$ 61.687,00|||ARS|$ 61.687,00||Bultos: UNITARIO X 50 UNIDADES
Delantales||00349|Delantal en cuero descarne, ENTERO de 60 x 90 cm US$ 5,99 US$ 5,73|60 x 90 cm; 90 cm||USD|US$                5,99|US$                  5,73|Bultos: UNITARIO X 20 UNIDADES
Delantales||00348|Delantal en cuero descarne, ENTERO de 60 x 90 cm, con refuerzo de cuero US$ 6,76 US$ 6,44|60 x 90 cm; 90 cm||USD|US$                6,76|US$                  6,44|Bultos: UNITARIO X 20 UNIDADES
Delantales||00351|Delantal en cuero descarne ENTERO , de 60 x 90, con refuerzo de GOMA PLOMADA US$ 9,42 US$ 8,97|||USD|US$                9,42|US$                  8,97|Bultos: UNITARIO X 20 UNIDADES
Delantales||01437|Delantal de JEAN PESADO , de 60 x 90 cm, de 14 ONZAS US$ 2,73 US$ 2,59|60 x 90 cm; 90 cm||USD|US$                2,73|US$                  2,59|Bultos: UNITARIO X 20 UNIDADES
Delantales||02516|Delantal de JEAN Liviano, de 60 x 90 cm US$ 1,77 US$ 1,69|60 x 90 cm; 90 cm||USD|US$                1,77|US$                  1,69|Bultos: UNITARIO X 20 UNIDADES
Delantales||00974|Polaina de cuero descarne (par) US$ 5,19|||USD|US$                5,19||Bultos: UNITARIO X 20 UNIDADES
Delantales||00336|Manga de cuero descarne (par) US$ 5,25|||USD|US$                5,25||Bultos: UNITARIO X 20 UNIDADES
Delantales||01320|Gorro de cuero descarne US$ 3,52|||USD|US$                3,52||Bultos: UNITARIO X 20 UNIDADES
Delantales||01443|Campera de cuero descarne para soldador, con cierre y velcro, cuello solapa, dos bolsillos al frente Consultar||||Consultar||Consultar; Bultos: UNITARIO X 20 UNIDADES
Delantales|Guantes De Proteccion|00434|Guante de PVC ROJO entelado x 30 cm , semipesado CERTIFICADO US$ 2,74|30 cm||USD|US$                2,74||Bultos: UNITARIO
Delantales|Guantes De Proteccion|00436|Guante de PVC ROJO entelado x 40 cm , semipesado CERTIFICADO US$ 3,29|40 cm||USD|US$                3,29||Bultos: UNITARIO
Delantales|Guantes De Proteccion|00437|Guante de PVC ROJO entelado x 60 cm , semipesado CERTIFICADO US$ 4,96|60 cm||USD|US$                4,96||Bultos: UNITARIO
Delantales|Guantes De Proteccion|00438|Guante de PVC ROJO entelado x 70 cm , semipesado CERTIFICADO US$ 5,38|70 cm||USD|US$                5,38||Bultos: UNITARIO
Delantales|Guantes De Proteccion|02160|Guante de algodón G-13, algodón 100% - CERTIFICADO US$ 0,69|||USD|US$                0,69||Bultos: UNITARIO PACKS
Delantales|Guantes De Proteccion|02312|Guante SPECTRA G-10 Anticorte ( x Mano ) - CERTIFICADO US$ 10,37|||USD|US$              10,37||Bultos: UNITARIO PACKS
Delantales|Guantes De Proteccion|01185|Guante de KEVLAR Terry , 30 cm , con acolchado - CERTIFICADO Consultar|30 cm|||Consultar||Consultar; Bultos: UNITARIO PACKS
Delantales|Guantes De Proteccion|00457|Guante de KEVLAR Terry , 30 cm , sin acolchado - CERTIFICADO Consultar|30 cm|||Consultar||Consultar; Bultos: UNITARIO PACKS
Delantales|Guantes De Proteccion|00441|Guante de Vaqueta completo AMARILLA PRIMERA 1/2 paseo , puño de vaqueta - CERTIFICADO||||||Bultos: UNITARIO X 60 UNIDADES
Delantales|Guantes De Proteccion|00882|Guante de Descarne completo AMARILLO PRIMERA modelo americano puño corto de descarne -||||||Bultos: UNITARIO X 60 UNIDADES
Delantales|Guantes De Proteccion|01318|Guante Cobertor de guante Dielectrico, de vaqueta AMARILLA ,puño descarne -CERTIFICADO US$ 4,49|||USD|US$                4,49||Bultos: UNITARIO X 60 UNIDADES
Delantales|Guantes De Proteccion|00884|Guante de latex descartable , caja x 100 manos - ANMAT $ 3.225,00 $ 3.075,00||caja x 100 manos - ANMAT  $             3|ARS|$             3.225,00|$                3.075,00|Bultos: UNITARIO X 50 UNIDADES
Delantales|Guantes De Proteccion|00891|Guante de nitrilo NEGRO descartable , caja x 100 manos - ANMAT $ 3.480,00 $ 3.375,00||caja x 100 manos - ANMAT  $             3|ARS|$             3.480,00|$                3.375,00|Bultos: UNITARIO X 50 UNIDADES
Proteccion Respiratoria||01094|Semimáscara Segurind de 2 trompas con arnés de cabeza tipo 3M -- moldeada en compuesto|3M|||||Bultos: UNITARIO X 10 UNIDADES
Proteccion Respiratoria||01095|Filtro Vapores Orgánicos Y Gases Acidos ‘’AB’’ ,110 cc para semimáscara , IRAM 3649 - Venta por||||||Certificaciones en descripción; Bultos: UNITARIO X 20 UNIDADES
Proteccion Respiratoria||00235|Filtro para polvos y particulas para semimáscara -- Venta por PAR / Precio por unidad $ 1.739,00 $ 1.658,00LINEA TEJIDOS / KEVLAR / TERRYCLOTH|||ARS|$ 1.739,00|$ 1.658,00|Bultos: UNITARIO X 20 UNIDADES
Proteccion Respiratoria||00450|LINEA PVC ROJO||||||Bultos: UNITARIO X 20 UNIDADES
Proteccion Respiratoria||01618|US$ 3,54 US$ 3,37|||USD|US$                3,54|US$                  3,37|Bultos: UNITARIO X 20 UNIDADES
Proteccion Respiratoria||97617|Mascara cara completa FULL FACE BI-FILTRO ( para filtros de 110 cc ) $ 96.719,00 $ 92.115,00|||ARS|$ 96.719,00|$ 92.115,00|Bultos: UNITARIO X 3 UNIDADES
Proteccion Respiratoria||01152|Prefiltro ( Paño ) $ 685,00|||ARS|$ 685,00||Bultos: UNITARIO X 3 UNIDADES
Proteccion Respiratoria||01153|Tapa retenedora para prefiltro $ 515,00|||ARS|$ 515,00||Bultos: UNITARIO X 3 UNIDADES
Proteccion Respiratoria||01354|Filtro Fumigación y pesticidas ‘’G’’ , 110 cc para semimáscara , IRAM 3649 - Venta por PAR / Precio||||||Certificaciones en descripción; Bultos: UNITARIO X 3 UNIDADES
Proteccion Respiratoria||01154|Filtro Amoníaco y metilamina , ‘’C’’, 110 cc para semimáscara , IRAM 3649 - Venta por PAR /Precio||||||Certificaciones en descripción; Bultos: UNITARIO X 3 UNIDADES
Proteccion Respiratoria||97638|Filtro HUMOS ‘’E’’ , 110 cc para semimáscara , IRAM 3649 - Venta por PAR / Precio por unidad Consultar||||Consultar||Consultar; Certificaciones en descripción; Bultos: UNITARIO X 3 UNIDADES
Proteccion Respiratoria||01257|Filtro Vaso para Full Face monofiltro , 300 cc , mod. AB ( Vapores Orgánicos Y Gases Acidos ) IRAM||||||Certificaciones en descripción; Bultos: UNITARIO X 3 UNIDADES
Proteccion Respiratoria||3649|Consultar||||Consultar||Consultar; Bultos: UNITARIO X 3 UNIDADES
Proteccion Respiratoria||01168|Máscara cara completa FULL FACE MONOFILTRO (para filtro de 300 cc) Consultar||||Consultar||Consultar; Bultos: UNITARIO X 3 UNIDADES
Proteccion Respiratoria||00288|Equipo de respiracion autónoma completo de 30 minutos - Compuesto||||||Bultos: UNITARIO
Proteccion Respiratoria||01531|Equipo autónomo de 30 minutos para cabinas Blindadas /Bancos / Transporte de caudales,||||||Bultos: UNITARIO
Proteccion Respiratoria|Cartel Corrugado Vial|02927|Carpa AMARILLA PISO MOJADO, con manija, confeccionada en PVC inyectado, impresión en||||||Bultos: UNITARIO X 10 UNIDADES
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|00707|Cartel Alto Impacto 0.8mm , Leyendas Varias , 22 x 28 cm $ 1.528,00 $ 1.425,00|22 x 28 cm; 0.8mm; 28 cm||ARS|$ 1.528,00|$ 1.425,00|Bultos: UNITARIO X 50 SURTIDOS
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|00706|Cartel Alto Impacto 0.8mm , Leyendas Varias , 14 x 41 cm $ 1.528,00 $ 1.425,00|14 x 41 cm; 0.8mm; 41 cm||ARS|$ 1.528,00|$ 1.425,00|Bultos: UNITARIO X 50 SURTIDOS
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|00709|Cartel Alto Impacto 0.8mm , Leyendas Varias , 30 x 40 cm $ 2.473,00 $ 2.278,00|30 x 40 cm; 0.8mm; 40 cm||ARS|$ 2.473,00|$ 2.278,00|Bultos: UNITARIO X 50 SURTIDOS
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|00710|Cartel Alto Impacto 0.8mm , Leyendas Varias , 40 x 45 cm $ 3.186,00 $ 2.938,00|40 x 45 cm; 0.8mm; 45 cm||ARS|$ 3.186,00|$ 2.938,00|Bultos: UNITARIO X 50 SURTIDOS
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|00704|Cartel Alto Impacto 0.8mm , Leyendas Varias , 15 x 25 cm / 15 x 23 cm $ 1.195,00 $ 1.118,00|15 x 25 cm; 15 x 23 cm; 0.8mm; 25 cm; 23 cm||ARS|$ 1.195,00|$ 1.118,00|Bultos: UNITARIO X 50 SURTIDOS
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|00708|Cartel Alto Impacto 0.8 mm , Leyendas Varias , 30 x 30 cm $ 2.235,00 $ 2.079,00|30 x 30 cm; 0.8 mm; 30 cm||ARS|$ 2.235,00|$ 2.079,00|Bultos: UNITARIO X 50 SURTIDOS
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|01061|Cartel Alto Impacto 0.8mm , Leyendas Varias , 11 x 14 cm $ 829,00 $ 775,00|11 x 14 cm; 0.8mm; 14 cm||ARS|$ 829,00|$ 775,00|Bultos: UNITARIO X 50 SURTIDOS
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|01062|Cartel Alto Impacto 0.8mm , Leyendas Varias , 10 x 31 cm $ 1.039,00 $ 976,00|10 x 31 cm; 0.8mm; 31 cm||ARS|$ 1.039,00|$ 976,00|Bultos: UNITARIO X 50 SURTIDOS
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|01063|Cartel Alto Impacto 0.8mm , Leyendas Varias , 10 x 25 cm $ 1.039,00 $ 976,00|10 x 25 cm; 0.8mm; 25 cm||ARS|$ 1.039,00|$ 976,00|Bultos: UNITARIO X 50 SURTIDOS
Proteccion Respiratoria|Carteleria Alto Impacto 0.8 Mm - Según Catalogo  -|01057|Cartel Alto Impacto 0.8mm , Leyendas Varias , 15 x 15 cm $ 1.195,00 $ 1.099,00|15 x 15 cm; 0.8mm; 15 cm||ARS|$ 1.195,00|$ 1.099,00|Bultos: UNITARIO X 50 SURTIDOS
